Nr.;Autor;Titel;Format;Inhaltsbeschreibung;Genre;Verlag;Sprache;Zustand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3130;Hammett, Dashiell;Der Malteser Falke;Paperback;;Krimi;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3131;Jonas, Bruno;Es soll nie wieder vorkommen;Hardcover mit Einband;;Comedy;Blessing;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3132;Dübell, Richard;Die Wächter der Teufels Bibel;Paperback;;Roman, Historie;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3133;Stevens, Chevy;Blick in die Angst;Paperback;;Thriller, Psycho;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3134;Beinssen, Jan;Familien Pakt;Paperback;;Krimi, Lokal;Gmeiner;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3135;Lee, Patrick;Die Pforte;Paperback;;Thriller, Mystery;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3136;Stine, R.L.;Gänsehaut 45 - Spürst du die Angst?;Paperback;;Horror;Omnibus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3137;Schätzing, Frank;Breaking News;Hardcover mit Einband;;Thriller;Kiepenheuer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3138;May, Karl;Winnetous Erben;Hardcover;;Abenteuer;Karl May Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3139;Gruhl, Hans;Fünf tote alte Damen;Paperback;;Krimi;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3140;Aichner, Bernhard;Interview mit einem Mörder;Hardcover mit Einband;4. Band Max Broll;Krimi;Haymon;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3141;Rice, Anne;Schule der Vampire;Paperback;;Horror;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3142;Lenoir, Frederic;Das Orakel der Heilerin;Paperback;;Roman, Historie;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3143;Clare, Cassandra & Black, Holly;Magisterium - Der Weg ins Labyrinth;Paperback;1. Band Magisterium;Fantasy;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3144;Stöver, Hans Dieter;Die letzte Fahrt der Triton;Hardcover mit Einband;;Roman, Historie;Thienemann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3145;Tremayne, S.K.;Eisige Schwestern;Paperback;;Thriller, Psycho;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3146;Gordon, Howard;Payday;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3147;Jemisin, N. K.;Zerrissene Erde;Paperback;;Fantasy;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3148;Denuziere, Maurice;Louisiana;Paperback;1. Teil Bagatelle Trilogie;Roman;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3149;Jaud, Tommy;Vollidiot;Paperback;;Comedy;Bertelsmann;Deutsch;abgenutzt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3150;Wickert, Ulrich;Das marrokanische Mädchen;Paperback;Jacques Ricou;Krimi;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3151;Winter, Kerstin;Die Welle;Paperback;;Roman;Ravensburger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3152;Safier, David;Muh!;Hardcover mit Einband;;Comedy;Kindler;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3153;Tharoor, Shashi;Aufruhr;Paperback;;Liebesroman;Suhrkamp;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3154;Kent, Alexander;Unter stählernen Fittichen;Paperback;;Roman, Krieg;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3155;Prager, Hans Georg;Panzerschiff Deutschland / Schwerer Kreuzer Lützow;Paperback;;Sachbuch;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3156;Kirst, Helmut;08/15 Trilogie;Hardcover mit Einband;;Roman, Krieg;Kaiser;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3157;Burger, Wolfgang;Drei Tage im Mai;Paperback;;Krimi, Lokal;Piper;Deutsch;Wasserschaden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3158;Katzenbach, John;Der Professor;Paperback;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3159;Gaarder, Jostein;Sofies Welt / Sofies Lexikon;Hardcover;;Roman;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3160;Christie, Agatha;Tod in den Wolken;Paperback;Hercules Poirot;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3161;Katzenbach, John;Der Patient;Paperback;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3162;Laymon, Richard;Parasit;Paperback;;Horror;Festa;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3163;Serno, Wolf;Der Balsamträger;Hardcover mit Einband;;Roman, Historie;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3164;Nasaw, Jonathan;Der Sohn des Teufels;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3165;Huber, Christian;7 Kilo in 3 Tagen;Paperback;;Comedy;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3166;Saul, John;Das Teufelslabyrinth;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3167;Fuentes, Eugenio;Mörderwald;Paperback;;Krimi;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3168;French, Nicci;Höhenangst / Der Sommermörder;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3169;Castillo, Linda;Die Zahlen der Toten;Paperback;;Thriller;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3170;Olsson, Fredrik;Das Netz;Paperback;;Thriller;Piper;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3171;Seghers, Jan;Ein allzu schönes Mädchen;Paperback;Kommissar Marthaler;Krimi, Lokal;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3172;Huby, Felix;Bienzle und das ewige Kind;Paperback;;Krimi, Lokal;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3173;Neuhaus, Nele;Sommer der Wahrheit;Paperback;Sheridan Grant Reihe - Band 1;Krimi, Lokal;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3174;Follet, Ken;Das zweite Gedächtnis;Hardcover mit Einband;;Thriller;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3175;Patterson, James;Dead;Paperback;13 Band - Alex Cross;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3176;Patterson, James;Heat;Hardcover mit Einband;15 Band - Alex Cross;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3177;Brown, Dan;Digital Fortress;Paperback;;Thriller;St. Martins;Englisch;Cover eingerissen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3178;May, Karl;Satan und Ischariot 1;Hardcover;;Abenteuer;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3179;May, Karl;Satan und Ischariot 2;Hardcover;;Abenteuer;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3180;May, Karl;Satan und Ischariot 3;Hardcover;;Abenteuer;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3181;Hafermeyer, Franz;Extra Wurscht Manöver;Paperback;;Krimi, Lokal;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3182;Higgins, Jack;Die Tochter des Präsidenten;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3183;Archer, Jeffrey;Spiel der Zeit;Paperback;1 Band Clifton Saga;Roman;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3184;Baldacci, David;Die Kampagne;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3185;Child, Lincoln & Preston, Douglas;Dark Secret Mörderische Jagd;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3186;Mankell, Henning;Tiefe;Hardcover mit Einband;;Krimi, Skandinavien;Zsolnay;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3187;Khoury, Raymond;Scriptum;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3188;Wallace, Edgar;Das indische Tuch;Paperback;;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3189;Wallace, Edgar;Die drei von Cordova;Paperback;;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190;Wallace, Edgar;Die seltsame Gräfin;Paperback;;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3191;Christie, Agatha;Ein Schritt ins Leere;Paperback;;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3192;Cussler, Clive & DuBrul, Jack;Todesfracht;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3193;Cussler, Clive & Brown, Graham;Höllensturm;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3194;Dubrul, Jack;Eisiges Inferno;Paperback;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3195;Dubrul, Jack;Brennende Wellen;Paperback;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3196;Green, Simon;Robin Hood - König der Diebe;Paperback;;Abenteuer;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3197;Child, Lincoln & Preston, Douglas;Mission - Spiel auf Zeit;Hardcover mit Einband;;Thriller;Droemer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3198;Simenon, Georges;Maigret und der Gehängte von Saint-Pholien;Hardcover;Maigret;Krimi;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3199;Reh, Sascha;Gibraltar;Paperback;;Roman;btb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3200;Heinze, Doris;Der Spieler;Paperback;;Krimi;Ellert & Richter;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3201;Du Maurier, Daphne;Rebecca;Hardcover mit Einband;;Roman;Wolfgang Krüger Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3202;Anger, Paul;Böses Mädchen totes Mädchen;Paperback;;Thriller, Psycho;Editionnova;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3203;Förg, Nicola;Gottesfurcht;Paperback;;Krimi, Lokal;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3204;Funke, Cornelia;Tintenherz;Hardcover;;Jugendbuch;Dressler;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3205;Schmitz, Ralf;Schmitz Katze;Paperback;;Comedy;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3206;Roberson, Jennifer;Herrin der Täler;Paperback;;Roman, Historie;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3207;Falck, Kristin;Der Eid des Stein Königs;Paperback;;Fantasy;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3208;Higson, Charlie;James Bond - Stille Wasser sind tödlich;Paperback;;Jugendbuch;Arena;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3209;Sullivan, Mark T;66095;Paperback;;Thriller;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3210;Peters, Elizabeth;Die Schlangen Krone;Paperback;;Krimi, Historie;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3211;Robotham, Michael;Dein Wille geschehe;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3212;Michaels, David;Tom Clancys Splinter Cell - Babylon Phoenix;Paperback;;Thriller, Spionage;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3213;Michaels, David;Tom Clancys Splinter Cell - Operation Barracuda;Paperback;;Thriller, Spionage;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3214;Ryan, Cornelius;Die Brücke von Arnheim;Hardcover mit Einband;;Roman, Krieg;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3215;Jackson, Lisa;Vipern Brut;Hardcover mit Einband;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3216;Clancy, Tom;Der Campus;Hardcover;;Thriller, Polit;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3217;Slaughter, Karin;Bittere Wunden;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3218;Hoppert, Andreas;Die Mandantin;Paperback;;Krimi, Lokal;Grafit;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3219;Deaver, Jeffery;Die Tränen des Teufels;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3220;Singer, Randy;Die Klientin;Paperback;;Thriller;SCM;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3221;Krüger, Thomas;Enten Blues;Paperback;2. Buch;Krimi, Lokal;Heyne;Deutsch;verdreckt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3222;Kruse, Tatjana;Leichen, die auf Kühe starren;Paperback;;Krimi, Lokal;Haymon;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3223;Grosse-Oetringhaus, Hans Martin;Kokaspur;Paperback;;Roman;Galileo;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3224;Zan, Koethi;Danach;Paperback;;Thriller;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3225;Hammersfahr, Petra;Erinnerung an einen Mörder;Hardcover mit Einband;;Roman;Wunderlich;Deutsch;Bibliotheksexemplar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3226;Hohlbein, Wolfgang;Das vergessene Heer / Die verbotenen Inseln;Paperback;Enwor Saga Teil 9 + 10;Fantasy;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3227;Neuhaus, Nele;Wer Wind sät;Paperback;Bodenstein & Kirchoff, Sander Reihe - Band 5;Krimi, Lokal;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3228;Katz, William;Sirenen des Todes;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3229;King, Stephen;Brennen muss Salem;Hardcover mit Einband;;Horror;Deutscher Bücherbund;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3230;King, Stephen;Das Mädchen;Hardcover mit Einband;;Horror;Schneekluth;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3231;King, Stephen;In einer kleinen Stadt;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3232;King, Stephen;Der Sturm des Jahrhunderts;Hardcover mit Einband;;Horror;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3233;King, Stephen;Atlantis;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3234;King, Stephen;Tot;Hardcover mit Einband;Der Dunkle Turm - Band 3;Horror;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3235;King, Stephen;Blut;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3236;Freydont, Shelley;Tödliches Sudoku;Paperback;;Krimi;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3237;Klass, David;Feuer Quell;Hardcover mit Einband;;Thriller;Boje;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3238;Yanar, Kaya;Made in Germany;Paperback;;Comedy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3239;Baldacci, David;Die Sammler;Paperback;Camel Club;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3240;Larsson, Stieg;The Girl With The Dragon Tattoo;Paperback;1. Band Millenium Reihe;Thriller;Quercus;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3241;Collins, Max Allan;CSI - Im Profil des Todes;Hardcover mit Einband;;Krimi;vgs;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3242;Cortez, Donn;CSI Miami - Der Preis der Freiheit;Hardcover mit Einband;;Krimi;vgs;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3243;Collins, Max Allan;CSI - Tödlicher Irrtum;Hardcover mit Einband;;Krimi;vgs;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3244;Barclay, Linwood;Dem Tode nah;Paperback;;Thriller;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3245;Hohlbein, Wolfgang;Sturm;Paperback;;Fantasy;Knaur;Deutsch;verknickt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3246;Gable, Rebecca;Die Siedler von Catan;Paperback;;Roman, Historie;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3247;George, Elizabeth;Doch die Sünde ist scharlachrot;Paperback;Inspektor Linley;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3248;Grote, Paul;Verschwörung beim Heurigen;Paperback;;Krimi, Lokal;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3249;Sansom, Christopher;Das Buch des Teufels;Paperback;;Krimi, Historie;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3250;Crombie, Deborah;Nur wenn du mir vertraust;Paperback;;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3251;Zilahy, Mirko;Schatten Killer;Paperback;;Thriller;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3252;Baker, Nicholson;Dier Fermate;Paperback;;Roman;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3253;Grimes, Martha;Das verschwundene Mädchen;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3254;McMahon, Jennifer;Winter People - Wer die Toten weckt;Paperback;;Thriller;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3255;King, Stephen;Wolfsmond;Paperback;Der Dunkle Turm - Band 5;Fantasy;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3256;Cussler, Clive;Tiefsee;Hardcover mit Einband;;Thriller;Naumann & Göbel;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3257;King, Stephen;Abgrund;Paperback;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3258;King, Stephen;Sara;Hardcover mit Einband;;Horror;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3259;King, Stephen;Frühling Sommer - Herbst und Tod;Hardcover mit Einband;;Horror;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3260;Grimes, Martha;Gewagtes Spiel;Paperback;Inspektor Jury;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3261;Dibdin, Michael;Sterben auf Italienisch;Paperback;Aurelio Zen;Krimi, Italien;Union;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3262;Weisberger, Lauren;The Devil wears Prada;Paperback;;Roman;Harper & Collins;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3263;Fosnes Hansen, Erik;Ein Hummer-Leben;Paperback;;Roman;KiWi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3264;Brown, Rita Mae;Die Weihnachtskatze, Ein Fall für Mrs. Murphy;Paperback;;Krimi;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3265;Gear & Gear;Der Schatten Gottes;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3266;Le Carre, John;Absolute Freund;Hardcover;;Thriller, Spionage;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3267;Kinkel, Tanja;Venus Wurf;Hardcover mit Einband;;Roman, Historie;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3268;Irving, Washington;Sleepy Hollow;Paperback;;Roman;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3269;Forsyth, Frederick;Der Lotse;Paperback;;Roman;Piper;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3270;McKenzie, Sophie;Seit du tot bist;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3271;Jonasson, Ragnar;Schneeblind;Paperback;Band 1 - Dark Iceland Serie;Krimi, Skandinavien;Btb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3272;Bühler, Brigitte;Tod in Bayreuth;Paperback;;Krimi, Lokal;Emons;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3273;Clancy, Tom;Im Auge des Tigers;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3274;Lorentz, Iny;Die Goldhändlerin;Hardcover;;Roman, Historie;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3275;Beck, Haylen;Ohne Spur;Paperback;;Thriller;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3276;Fitzek, Sebastian;Identität 1142;Hardcover mit Einband;;Thriller;Droemer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3277;Bolton, Sharon;Dead End;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3278;Carver, Tania;Stirb mein Prinz;Paperback;;Thriller;List;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3279;Bentow, Max;Der Traum Macher;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3280;Bentow, Max;Der Schmetterlings Junge;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3281;McFadyen, Cody;Aus Gelöscht;Paperback;;Thriller;Eder & Bach;Deutsch;Bild Zeitungs Edition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3282;Hayder, Mo;Haut;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3283;Etzold, Veit;Final Cut;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3284;Child, Lincoln;Frequenz;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3285;Jaud, Tommy;Einen Scheiß muss ich;Paperback;;Comedy;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3286;Busch, Wilhelm;Sämtliche Bildergeschichten;Kunstleder;;Comedy;Prisma;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3287;Armstrong, Charlotte;Schlafe mein Kindchen;Paperback;;Krimi;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3288;Perry, Anne;Sein Bruder Kain;Paperback;;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3289;Grange, Jean-Christophe;Im Wald der stummen Schreie;Hardcover mit Einband;;Thriller;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3290;Morley, Michael;Viper;Hardcover mit Einband;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3291;James, P. D.;Wo Licht und Schatten ist;Hardcover mit Einband;;Krimi, Britisch;Droemer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3292;Simenon, Georges;Meister Erzählungen;Paperback;;Krimi;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3293;Svedelid, Olov;Hassels Hölle;Paperback;;Krimi, Skandinavien;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3294;Chandler, Raymond;Die kleine Schwester;Paperback;;Krimi;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
